filename,folder,final_label,sitting_direction,cva_available,cva_angle,cva_label,tia_angle,tia_label,original_label,label_changed
IMG_1778.jpg,output_augmented,BAD,RIGHT,True,25.4,BAD,21.6,BAD,UNKNOWN,False
IMG_1778_flip.jpg,output_augmented,BAD,LEFT,True,26.9,BAD,22.7,BAD,UNKNOWN,False
IMG_1779.jpg,output_augmented,BAD,RIGHT,True,24.5,BAD,18.8,GOOD,UNKNOWN,False
IMG_1779_flip.jpg,output_augmented,BAD,LEFT,True,26.9,BAD,18.7,GOOD,UNKNOWN,False
IMG_1780.jpg,output_augmented,GOOD,RIGHT,True,18.4,GOOD,16.5,GOOD,UNKNOWN,False
IMG_1780_flip.jpg,output_augmented,GOOD,LEFT,True,19.5,GOOD,13.2,GOOD,UNKNOWN,False
IMG_1781.jpg,output_augmented,BAD,RIGHT,True,26.9,BAD,21.0,BAD,UNKNOWN,False
IMG_1781_flip.jpg,output_augmented,BAD,LEFT,True,27.8,BAD,18.0,GOOD,UNKNOWN,False
IMG_1782.jpg,output_augmented,BAD,RIGHT,True,22.7,BAD,21.4,BAD,UNKNOWN,False
IMG_1782_flip.jpg,output_augmented,BAD,LEFT,True,24.1,BAD,17.9,GOOD,UNKNOWN,False
IMG_1783.jpg,output_augmented,GOOD,RIGHT,True,10.6,GOOD,3.3,GOOD,UNKNOWN,False
IMG_1783_flip.jpg,output_augmented,GOOD,LEFT,True,1.5,GOOD,4.7,GOOD,UNKNOWN,False
IMG_1784.jpg,output_augmented,GOOD,RIGHT,True,8.7,GOOD,2.4,GOOD,UNKNOWN,False
IMG_1784_flip.jpg,output_augmented,GOOD,LEFT,True,3.9,GOOD,1.4,GOOD,UNKNOWN,False
IMG_1785.jpg,output_augmented,GOOD,RIGHT,True,8.4,GOOD,2.5,GOOD,UNKNOWN,False
IMG_1785_flip.jpg,output_augmented,GOOD,LEFT,True,1.4,GOOD,3.2,GOOD,UNKNOWN,False
IMG_1786.jpg,output_augmented,GOOD,RIGHT,True,9.9,GOOD,0.4,GOOD,UNKNOWN,False
IMG_1786_flip.jpg,output_augmented,GOOD,LEFT,True,0.7,GOOD,0.7,GOOD,UNKNOWN,False
IMG_1787.jpg,output_augmented,GOOD,RIGHT,True,7.8,GOOD,3.2,GOOD,UNKNOWN,False
IMG_1787_flip.jpg,output_augmented,GOOD,LEFT,True,2.5,GOOD,3.6,GOOD,UNKNOWN,False
IMG_1788.jpg,output_augmented,GOOD,RIGHT,True,5.2,GOOD,5.1,GOOD,UNKNOWN,False
IMG_1788_flip.jpg,output_augmented,GOOD,LEFT,True,4.4,GOOD,5.3,GOOD,UNKNOWN,False
IMG_1789.jpg,output_augmented,GOOD,RIGHT,True,10.6,GOOD,1.9,GOOD,UNKNOWN,False
IMG_1789_flip.jpg,output_augmented,GOOD,LEFT,True,3.2,GOOD,2.7,GOOD,UNKNOWN,False
IMG_1790.jpg,output_augmented,GOOD,RIGHT,True,10.2,GOOD,4.9,GOOD,UNKNOWN,False
IMG_1790_flip.jpg,output_augmented,GOOD,LEFT,True,0.6,GOOD,3.4,GOOD,UNKNOWN,False
IMG_1791.jpg,output_augmented,GOOD,RIGHT,True,7.6,GOOD,5.7,GOOD,UNKNOWN,False
IMG_1791_flip.jpg,output_augmented,GOOD,LEFT,True,1.6,GOOD,3.5,GOOD,UNKNOWN,False
IMG_1792.jpg,output_augmented,GOOD,RIGHT,True,9.9,GOOD,4.7,GOOD,UNKNOWN,False
IMG_1792_flip.jpg,output_augmented,GOOD,LEFT,True,1.0,GOOD,5.2,GOOD,UNKNOWN,False
IMG_1793.jpg,output_augmented,GOOD,RIGHT,True,14.3,GOOD,1.8,GOOD,UNKNOWN,False
IMG_1793_flip.jpg,output_augmented,GOOD,LEFT,True,0.6,GOOD,5.0,GOOD,UNKNOWN,False
IMG_1804.jpg,output_augmented,GOOD,LEFT,True,4.3,GOOD,4.4,GOOD,UNKNOWN,False
IMG_1804_flip.jpg,output_augmented,GOOD,RIGHT,True,7.5,GOOD,8.1,GOOD,UNKNOWN,False
IMG_1805.jpg,output_augmented,GOOD,LEFT,True,5.8,GOOD,5.8,GOOD,UNKNOWN,False
IMG_1805_flip.jpg,output_augmented,GOOD,RIGHT,True,4.0,GOOD,10.0,GOOD,UNKNOWN,False
IMG_1806.jpg,output_augmented,GOOD,LEFT,True,1.1,GOOD,7.4,GOOD,UNKNOWN,False
IMG_1806_flip.jpg,output_augmented,GOOD,RIGHT,True,0.8,GOOD,8.7,GOOD,UNKNOWN,False
IMG_1807.jpg,output_augmented,GOOD,LEFT,True,3.2,GOOD,4.8,GOOD,UNKNOWN,False
IMG_1807_flip.jpg,output_augmented,GOOD,RIGHT,True,7.4,GOOD,8.5,GOOD,UNKNOWN,False
IMG_1808.jpg,output_augmented,GOOD,LEFT,True,5.5,GOOD,5.4,GOOD,UNKNOWN,False
IMG_1808_flip.jpg,output_augmented,GOOD,RIGHT,True,4.6,GOOD,8.0,GOOD,UNKNOWN,False
IMG_1809.jpg,output_augmented,GOOD,LEFT,True,8.9,GOOD,3.0,GOOD,UNKNOWN,False
IMG_1809_flip.jpg,output_augmented,GOOD,RIGHT,True,5.2,GOOD,6.9,GOOD,UNKNOWN,False
IMG_1810.jpg,output_augmented,GOOD,LEFT,True,0.1,GOOD,8.3,GOOD,UNKNOWN,False
IMG_1810_flip.jpg,output_augmented,GOOD,RIGHT,True,7.2,GOOD,8.8,GOOD,UNKNOWN,False
IMG_1811.jpg,output_augmented,GOOD,LEFT,True,0.2,GOOD,6.1,GOOD,UNKNOWN,False
IMG_1811_flip.jpg,output_augmented,GOOD,RIGHT,True,3.9,GOOD,8.7,GOOD,UNKNOWN,False
IMG_1812.jpg,output_augmented,GOOD,LEFT,True,1.7,GOOD,7.1,GOOD,UNKNOWN,False
IMG_1812_flip.jpg,output_augmented,GOOD,RIGHT,True,10.4,GOOD,6.7,GOOD,UNKNOWN,False
IMG_1813.jpg,output_augmented,GOOD,LEFT,True,0.8,GOOD,4.4,GOOD,UNKNOWN,False
IMG_1813_flip.jpg,output_augmented,GOOD,RIGHT,True,10.1,GOOD,9.7,GOOD,UNKNOWN,False
IMG_1814.jpg,output_augmented,GOOD,LEFT,True,7.0,GOOD,4.9,GOOD,UNKNOWN,False
IMG_1814_flip.jpg,output_augmented,GOOD,RIGHT,True,2.1,GOOD,8.1,GOOD,UNKNOWN,False
IMG_1815.jpg,output_augmented,GOOD,LEFT,True,9.5,GOOD,3.0,GOOD,UNKNOWN,False
IMG_1815_flip.jpg,output_augmented,GOOD,RIGHT,True,6.3,GOOD,7.0,GOOD,UNKNOWN,False
IMG_1816.jpg,output_augmented,GOOD,LEFT,True,5.0,GOOD,4.4,GOOD,UNKNOWN,False
IMG_1816_flip.jpg,output_augmented,GOOD,RIGHT,True,6.5,GOOD,7.6,GOOD,UNKNOWN,False
IMG_1817.jpg,output_augmented,GOOD,LEFT,True,1.8,GOOD,6.1,GOOD,UNKNOWN,False
IMG_1817_flip.jpg,output_augmented,GOOD,RIGHT,True,10.4,GOOD,7.2,GOOD,UNKNOWN,False
IMG_1818.jpg,output_augmented,BAD,LEFT,True,32.7,BAD,12.5,GOOD,UNKNOWN,False
IMG_1818_flip.jpg,output_augmented,BAD,RIGHT,True,28.6,BAD,9.4,GOOD,UNKNOWN,False
IMG_1819.jpg,output_augmented,BAD,LEFT,True,33.0,BAD,12.2,GOOD,UNKNOWN,False
IMG_1819_flip.jpg,output_augmented,BAD,RIGHT,True,33.7,BAD,11.2,GOOD,UNKNOWN,False
IMG_1820.jpg,output_augmented,BAD,LEFT,True,28.6,BAD,11.4,GOOD,UNKNOWN,False
IMG_1820_flip.jpg,output_augmented,BAD,RIGHT,True,21.2,BAD,10.7,GOOD,UNKNOWN,False
IMG_1821.jpg,output_augmented,BAD,LEFT,True,26.6,BAD,12.8,GOOD,UNKNOWN,False
IMG_1821_flip.jpg,output_augmented,GOOD,RIGHT,True,19.2,GOOD,10.7,GOOD,UNKNOWN,False
IMG_1822.jpg,output_augmented,BAD,LEFT,True,24.8,BAD,13.8,GOOD,UNKNOWN,False
IMG_1822_flip.jpg,output_augmented,GOOD,RIGHT,True,19.4,GOOD,13.2,GOOD,UNKNOWN,False
IMG_1823.jpg,output_augmented,BAD,LEFT,True,24.0,BAD,12.9,GOOD,UNKNOWN,False
IMG_1823_flip.jpg,output_augmented,BAD,RIGHT,True,23.6,BAD,11.7,GOOD,UNKNOWN,False
IMG_1824.jpg,output_augmented,BAD,LEFT,True,25.7,BAD,12.2,GOOD,UNKNOWN,False
IMG_1824_flip.jpg,output_augmented,BAD,RIGHT,True,22.9,BAD,10.9,GOOD,UNKNOWN,False
IMG_1825.jpg,output_augmented,BAD,LEFT,True,29.8,BAD,12.8,GOOD,UNKNOWN,False
IMG_1825_flip.jpg,output_augmented,BAD,RIGHT,True,28.8,BAD,13.0,GOOD,UNKNOWN,False
IMG_1826.jpg,output_augmented,BAD,LEFT,True,30.3,BAD,14.6,GOOD,UNKNOWN,False
IMG_1826_flip.jpg,output_augmented,BAD,RIGHT,True,27.5,BAD,11.0,GOOD,UNKNOWN,False
IMG_1827.jpg,output_augmented,BAD,LEFT,True,22.8,BAD,12.0,GOOD,UNKNOWN,False
IMG_1827_flip.jpg,output_augmented,BAD,RIGHT,True,24.6,BAD,11.4,GOOD,UNKNOWN,False
IMG_1828.jpg,output_augmented,BAD,LEFT,True,25.9,BAD,14.8,GOOD,UNKNOWN,False
IMG_1828_flip.jpg,output_augmented,BAD,RIGHT,True,23.0,BAD,14.3,GOOD,UNKNOWN,False
IMG_1829.jpg,output_augmented,BAD,LEFT,True,23.0,BAD,10.6,GOOD,UNKNOWN,False
IMG_1829_flip.jpg,output_augmented,BAD,RIGHT,True,25.0,BAD,9.7,GOOD,UNKNOWN,False
IMG_1830.jpg,output_augmented,BAD,LEFT,True,28.1,BAD,11.1,GOOD,UNKNOWN,False
IMG_1830_flip.jpg,output_augmented,BAD,RIGHT,True,26.2,BAD,7.3,GOOD,UNKNOWN,False
IMG_1831.jpg,output_augmented,BAD,LEFT,True,26.7,BAD,12.8,GOOD,UNKNOWN,False
IMG_1831_flip.jpg,output_augmented,BAD,RIGHT,True,24.7,BAD,9.2,GOOD,UNKNOWN,False
IMG_1832.jpg,output_augmented,GOOD,LEFT,True,19.1,GOOD,10.8,GOOD,UNKNOWN,False
IMG_1832_flip.jpg,output_augmented,GOOD,RIGHT,True,16.6,GOOD,9.3,GOOD,UNKNOWN,False
IMG_1833.jpg,output_augmented,BAD,LEFT,True,5.8,GOOD,28.6,BAD,UNKNOWN,False
IMG_1833_flip.jpg,output_augmented,BAD,RIGHT,True,5.1,GOOD,28.6,BAD,UNKNOWN,False
IMG_1834.jpg,output_augmented,BAD,LEFT,True,5.6,GOOD,30.1,BAD,UNKNOWN,False
IMG_1834_flip.jpg,output_augmented,BAD,RIGHT,True,12.7,GOOD,28.1,BAD,UNKNOWN,False
IMG_1835.jpg,output_augmented,BAD,LEFT,True,4.1,GOOD,28.9,BAD,UNKNOWN,False
IMG_1835_flip.jpg,output_augmented,BAD,RIGHT,True,12.0,GOOD,29.5,BAD,UNKNOWN,False
IMG_1836.jpg,output_augmented,BAD,LEFT,True,4.1,GOOD,27.0,BAD,UNKNOWN,False
IMG_1836_flip.jpg,output_augmented,BAD,RIGHT,True,12.6,GOOD,29.8,BAD,UNKNOWN,False
IMG_1837.jpg,output_augmented,BAD,LEFT,True,7.7,GOOD,27.8,BAD,UNKNOWN,False
IMG_1837_flip.jpg,output_augmented,BAD,RIGHT,True,10.5,GOOD,30.0,BAD,UNKNOWN,False
IMG_1838.jpg,output_augmented,BAD,LEFT,True,0.3,GOOD,29.3,BAD,UNKNOWN,False
IMG_1838_flip.jpg,output_augmented,BAD,RIGHT,True,12.6,GOOD,27.9,BAD,UNKNOWN,False
IMG_1839.jpg,output_augmented,BAD,LEFT,True,2.2,GOOD,27.1,BAD,UNKNOWN,False
IMG_1839_flip.jpg,output_augmented,BAD,RIGHT,True,7.1,GOOD,27.4,BAD,UNKNOWN,False
IMG_1840.jpg,output_augmented,BAD,LEFT,True,2.0,GOOD,27.5,BAD,UNKNOWN,False
IMG_1840_flip.jpg,output_augmented,BAD,RIGHT,True,11.3,GOOD,27.8,BAD,UNKNOWN,False
IMG_1841.jpg,output_augmented,BAD,LEFT,True,3.3,GOOD,25.6,BAD,UNKNOWN,False
IMG_1841_flip.jpg,output_augmented,BAD,RIGHT,True,13.9,GOOD,27.5,BAD,UNKNOWN,False
IMG_1842.jpg,output_augmented,BAD,LEFT,True,4.2,GOOD,22.4,BAD,UNKNOWN,False
IMG_1842_flip.jpg,output_augmented,BAD,RIGHT,True,7.3,GOOD,26.3,BAD,UNKNOWN,False
IMG_1843.jpg,output_augmented,BAD,LEFT,True,3.6,GOOD,20.1,BAD,UNKNOWN,False
IMG_1843_flip.jpg,output_augmented,BAD,RIGHT,True,8.5,GOOD,20.6,BAD,UNKNOWN,False
IMG_1844.jpg,output_augmented,BAD,LEFT,True,0.9,GOOD,20.2,BAD,UNKNOWN,False
IMG_1844_flip.jpg,output_augmented,BAD,RIGHT,True,13.3,GOOD,21.2,BAD,UNKNOWN,False
IMG_1845.jpg,output_augmented,BAD,LEFT,True,2.4,GOOD,20.6,BAD,UNKNOWN,False
IMG_1845_flip.jpg,output_augmented,BAD,RIGHT,True,15.6,GOOD,21.3,BAD,UNKNOWN,False
IMG_1846.jpg,output_augmented,BAD,LEFT,True,3.7,GOOD,24.0,BAD,UNKNOWN,False
IMG_1846_flip.jpg,output_augmented,BAD,RIGHT,True,12.3,GOOD,24.8,BAD,UNKNOWN,False
IMG_1847.jpg,output_augmented,GOOD,LEFT,True,16.5,GOOD,6.2,GOOD,UNKNOWN,False
IMG_1847_flip.jpg,output_augmented,GOOD,RIGHT,True,9.5,GOOD,7.2,GOOD,UNKNOWN,False
IMG_1848.jpg,output_augmented,GOOD,LEFT,True,18.6,GOOD,6.2,GOOD,UNKNOWN,False
IMG_1848_flip.jpg,output_augmented,GOOD,RIGHT,True,11.3,GOOD,9.0,GOOD,UNKNOWN,False
IMG_1849.jpg,output_augmented,GOOD,LEFT,True,15.6,GOOD,4.9,GOOD,UNKNOWN,False
IMG_1849_flip.jpg,output_augmented,GOOD,RIGHT,True,7.6,GOOD,7.0,GOOD,UNKNOWN,False
IMG_1850.jpg,output_augmented,GOOD,LEFT,True,13.4,GOOD,7.4,GOOD,UNKNOWN,False
IMG_1850_flip.jpg,output_augmented,GOOD,RIGHT,True,5.6,GOOD,6.8,GOOD,UNKNOWN,False
IMG_1851.jpg,output_augmented,GOOD,LEFT,True,19.2,GOOD,6.9,GOOD,UNKNOWN,False
IMG_1851_flip.jpg,output_augmented,GOOD,RIGHT,True,9.1,GOOD,8.7,GOOD,UNKNOWN,False
IMG_1852.jpg,output_augmented,GOOD,LEFT,True,19.7,GOOD,9.7,GOOD,UNKNOWN,False
IMG_1852_flip.jpg,output_augmented,GOOD,RIGHT,True,7.8,GOOD,9.1,GOOD,UNKNOWN,False
IMG_1853.jpg,output_augmented,GOOD,LEFT,True,15.7,GOOD,8.4,GOOD,UNKNOWN,False
IMG_1853_flip.jpg,output_augmented,GOOD,RIGHT,True,7.5,GOOD,8.8,GOOD,UNKNOWN,False
IMG_1854.jpg,output_augmented,GOOD,LEFT,True,13.2,GOOD,5.9,GOOD,UNKNOWN,False
IMG_1854_flip.jpg,output_augmented,GOOD,RIGHT,True,2.0,GOOD,7.0,GOOD,UNKNOWN,False
IMG_1855.jpg,output_augmented,GOOD,LEFT,True,13.2,GOOD,6.3,GOOD,UNKNOWN,False
IMG_1855_flip.jpg,output_augmented,GOOD,RIGHT,True,1.1,GOOD,5.8,GOOD,UNKNOWN,False
IMG_1856.jpg,output_augmented,GOOD,LEFT,True,10.6,GOOD,7.4,GOOD,UNKNOWN,False
IMG_1856_flip.jpg,output_augmented,GOOD,RIGHT,True,7.7,GOOD,8.8,GOOD,UNKNOWN,False
IMG_1857.jpg,output_augmented,GOOD,LEFT,True,13.0,GOOD,5.1,GOOD,UNKNOWN,False
IMG_1857_flip.jpg,output_augmented,GOOD,RIGHT,True,9.3,GOOD,5.9,GOOD,UNKNOWN,False
IMG_1858.jpg,output_augmented,GOOD,LEFT,True,19.2,GOOD,6.6,GOOD,UNKNOWN,False
IMG_1858_flip.jpg,output_augmented,GOOD,RIGHT,True,7.1,GOOD,7.6,GOOD,UNKNOWN,False
IMG_1859.jpg,output_augmented,GOOD,LEFT,True,14.1,GOOD,10.1,GOOD,UNKNOWN,False
IMG_1859_flip.jpg,output_augmented,GOOD,RIGHT,True,9.4,GOOD,10.1,GOOD,UNKNOWN,False
IMG_1860.jpg,output_augmented,GOOD,LEFT,True,20.0,GOOD,7.8,GOOD,UNKNOWN,False
IMG_1860_flip.jpg,output_augmented,GOOD,RIGHT,True,11.6,GOOD,10.3,GOOD,UNKNOWN,False
IMG_1861.jpg,output_augmented,GOOD,LEFT,True,6.3,GOOD,9.1,GOOD,UNKNOWN,False
IMG_1861_flip.jpg,output_augmented,GOOD,RIGHT,True,6.0,GOOD,9.7,GOOD,UNKNOWN,False
IMG_1862.jpg,output_augmented,GOOD,LEFT,True,2.4,GOOD,10.2,GOOD,UNKNOWN,False
IMG_1862_flip.jpg,output_augmented,GOOD,RIGHT,True,3.9,GOOD,9.7,GOOD,UNKNOWN,False
IMG_1863.jpg,output_augmented,GOOD,LEFT,True,9.2,GOOD,11.3,GOOD,UNKNOWN,False
IMG_1863_flip.jpg,output_augmented,GOOD,RIGHT,True,2.3,GOOD,12.9,GOOD,UNKNOWN,False
IMG_1864.jpg,output_augmented,GOOD,LEFT,True,17.4,GOOD,12.9,GOOD,UNKNOWN,False
IMG_1864_flip.jpg,output_augmented,GOOD,RIGHT,True,7.7,GOOD,11.2,GOOD,UNKNOWN,False
IMG_1865.jpg,output_augmented,GOOD,LEFT,True,16.7,GOOD,5.7,GOOD,UNKNOWN,False
IMG_1865_flip.jpg,output_augmented,GOOD,RIGHT,True,9.1,GOOD,7.1,GOOD,UNKNOWN,False
IMG_1866.jpg,output_augmented,GOOD,LEFT,True,3.8,GOOD,8.5,GOOD,UNKNOWN,False
IMG_1866_flip.jpg,output_augmented,GOOD,RIGHT,True,4.4,GOOD,8.7,GOOD,UNKNOWN,False
IMG_1867.jpg,output_augmented,GOOD,LEFT,True,7.1,GOOD,7.1,GOOD,UNKNOWN,False
IMG_1867_flip.jpg,output_augmented,GOOD,RIGHT,True,5.3,GOOD,5.1,GOOD,UNKNOWN,False
IMG_1868.jpg,output_augmented,GOOD,LEFT,True,6.7,GOOD,6.9,GOOD,UNKNOWN,False
IMG_1868_flip.jpg,output_augmented,GOOD,RIGHT,True,6.4,GOOD,9.3,GOOD,UNKNOWN,False
IMG_1869.jpg,output_augmented,GOOD,LEFT,True,6.2,GOOD,7.1,GOOD,UNKNOWN,False
IMG_1869_flip.jpg,output_augmented,GOOD,RIGHT,True,3.9,GOOD,8.6,GOOD,UNKNOWN,False
IMG_1870.jpg,output_augmented,GOOD,LEFT,True,2.0,GOOD,12.3,GOOD,UNKNOWN,False
IMG_1870_flip.jpg,output_augmented,GOOD,RIGHT,True,4.4,GOOD,11.8,GOOD,UNKNOWN,False
IMG_1871.jpg,output_augmented,GOOD,LEFT,True,7.1,GOOD,14.0,GOOD,UNKNOWN,False
IMG_1871_flip.jpg,output_augmented,GOOD,RIGHT,True,8.1,GOOD,11.2,GOOD,UNKNOWN,False
IMG_1872.jpg,output_augmented,GOOD,LEFT,True,7.9,GOOD,11.1,GOOD,UNKNOWN,False
IMG_1872_flip.jpg,output_augmented,GOOD,RIGHT,True,2.6,GOOD,6.0,GOOD,UNKNOWN,False
IMG_1873.jpg,output_augmented,GOOD,LEFT,True,12.7,GOOD,12.2,GOOD,UNKNOWN,False
IMG_1873_flip.jpg,output_augmented,GOOD,RIGHT,True,10.6,GOOD,13.5,GOOD,UNKNOWN,False
IMG_1874.jpg,output_augmented,GOOD,LEFT,True,13.1,GOOD,13.3,GOOD,UNKNOWN,False
